Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
214,Dave Robisch,C,29,LAL,80,1219,11.9,.499,,.342,7.7,17.1,12.7,9.4,0.7,1.0,12.1,14.4,,1.2,1.2,2.3,.092,,-1.6,-0.3,-2.0,0.0
215,Tree Rollins,C,23,ATL,81,1900,17.3,.553,,.254,12.0,21.9,16.7,3.6,1.1,7.7,12.4,14.6,,3.1,3.3,6.4,.163,,-0.2,3.5,3.3,2.5
216,Dan Roundfield,PF,25,ATL,80,2539,19.4,.556,,.459,13.3,24.0,18.4,7.4,1.6,4.0,16.0,20.4,,4.6,4.1,8.7,.164,,1.4,2.3,3.7,3.6
217,Curtis Rowe,PF,29,BOS,53,1222,7.7,.467,,.217,7.1,14.9,11.0,7.3,0.6,0.6,18.8,14.9,,-0.5,0.6,0.0,.001,,-3.5,-0.8,-4.3,-0.7
218,John Rudd,SF,23,NYK,58,723,8.2,.529,,.699,10.2,14.7,12.4,5.7,1.1,0.6,25.3,12.6,,0.1,0.5,0.6,.040,,-3.0,-0.4,-3.4,-0.3
219,Campy Russell,SF,27,CLE,74,2859,18.6,.542,,.412,5.3,14.5,9.6,17.6,1.6,0.5,14.7,24.4,,5.0,1.6,6.7,.112,,2.4,-0.4,2.0,2.9
220,Frankie Sanders,SF,22,TOT,46,479,13.9,.478,,.276,8.0,16.5,12.4,14.7,1.9,0.6,16.6,26.5,,-0.1,0.5,0.4,.039,,-2.3,-1.3,-3.6,-0.2
220,Frankie Sanders,SF,22,SAS,22,263,11.8,.455,,.323,5.4,17.7,11.8,16.6,2.3,0.6,18.1,25.5,,-0.2,0.4,0.1,.024,,-3.5,-0.3,-3.8,-0.1
220,Frankie Sanders,SF,22,BOS,24,216,16.4,.504,,.227,11.2,15.0,13.1,12.3,1.5,0.7,14.9,27.8,,0.1,0.2,0.3,.059,,-0.9,-2.5,-3.4,-0.1
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
221,Alvin Scott,SF,23,PHO,81,1737,13.2,.579,,.424,6.8,16.1,11.5,8.5,2.0,1.9,17.4,12.6,,2.0,2.4,4.4,.121,,-0.7,2.1,1.4,1.5
222,Charlie Scott,PG,30,DEN,79,2617,9.8,.499,,.252,2.2,6.2,4.2,22.0,1.4,0.6,21.2,17.7,,0.0,1.9,1.9,.035,,-2.0,-1.1,-3.0,-0.7
223,Lonnie Shelton,PF,23,SEA,76,2158,14.9,.543,,.220,8.9,14.0,11.4,7.5,1.6,1.8,16.6,20.5,,1.7,3.4,5.1,.114,,-0.2,1.1,0.8,1.6
224,Steve Sheppard,SF,24,TOT,42,279,9.2,.506,,.447,9.5,8.5,9.0,8.9,1.3,0.2,21.6,16.4,,0.0,0.2,0.1,.023,,-2.8,-1.4,-4.3,-0.2
224,Steve Sheppard,SF,24,CHI,22,203,7.4,.505,,.373,8.7,6.4,7.5,9.7,1.1,0.0,26.1,15.8,,-0.1,0.1,0.0,-0.007,,-3.6,-1.5,-5.1,-0.2
224,Steve Sheppard,SF,24,DET,20,76,14.2,.506,,.600,11.9,14.1,13.0,6.8,1.8,0.7,11.2,17.8,,0.1,0.1,0.2,.103,,-0.8,-1.2,-2.1,0.0
225,Purvis Short,PF,21,GSW,75,1703,13.1,.492,,.110,8.0,14.0,10.9,8.1,1.5,0.4,12.1,21.8,,0.7,1.9,2.6,.074,,-1.2,-0.6,-1.8,0.1
226,Jack Sikma,C,23,SEA,82,2958,16.3,.529,,.391,8.2,27.8,18.0,12.2,1.3,1.2,17.3,19.4,,3.1,5.7,8.8,.143,,-0.4,2.6,2.1,3.1
227,James Silas,PG,29,SAS,79,2171,16.0,.576,,.436,1.8,6.9,4.4,16.2,1.5,0.5,15.3,22.6,,4.0,1.7,5.7,.126,,0.8,-1.8,-1.0,0.5
228,Paul Silas,PF,35,SEA,82,1957,10.4,.468,,.483,13.9,17.0,15.5,7.3,0.7,0.5,16.7,11.7,,1.3,2.6,3.9,.096,,-1.1,1.2,0.0,1.0
229,Ralph Simpson,SG,29,TOT,69,979,9.7,.440,,.256,3.7,6.6,5.1,18.1,1.7,0.3,17.2,22.7,,-1.1,0.9,-0.2,-0.010,,-4.0,-2.0,-6.0,-1.0
229,Ralph Simpson,SG,29,PHI,37,452,11.2,.473,,.204,3.8,4.2,4.0,18.0,2.5,0.1,18.0,22.5,,-0.3,0.5,0.2,.021,,-3.1,-1.7,-4.9,-0.3
229,Ralph Simpson,SG,29,NJN,32,527,8.4,.414,,.300,3.6,8.7,6.1,18.1,1.0,0.4,16.5,22.9,,-0.8,0.4,-0.4,-0.036,,-4.7,-2.3,-7.0,-0.7
230,Al Skinner,SG,26,TOT,45,643,12.2,.532,,.533,4.4,9.6,7.0,18.6,2.8,0.2,21.4,19.9,,0.3,0.9,1.2,.088,,-1.8,-0.1,-1.9,0.0
230,Al Skinner,SG,26,NJN,23,334,16.2,.565,,.656,3.6,9.8,6.6,20.6,2.9,0.3,19.1,22.4,,0.5,0.4,1.0,.137,,-0.3,-0.6,-0.9,0.1
230,Al Skinner,SG,26,PHI,22,309,8.0,.480,,.360,5.3,9.4,7.4,16.4,2.6,0.2,24.8,17.3,,-0.2,0.4,0.2,.035,,-3.5,0.5,-3.1,-0.1
231,Bingo Smith,SG,32,CLE,72,1650,13.4,.485,,.135,4.8,9.1,6.8,10.7,1.2,0.2,8.3,21.8,,1.6,0.5,2.1,.061,,-0.3,-2.6,-2.9,-0.4
232,Elmore Smith,C,29,CLE,24,332,14.5,.551,,.200,14.0,21.4,17.5,5.6,1.0,2.7,22.9,22.0,,0.0,0.3,0.3,.046,,-2.2,-1.2,-3.4,-0.1
233,Phil Smith,SG,26,GSW,59,2288,16.1,.538,,.261,2.2,7.7,5.0,16.2,2.1,0.5,13.5,22.3,,2.8,2.4,5.2,.110,,1.1,0.2,1.3,1.9
234,Randy Smith,SG,30,SDC,82,3111,16.6,.499,,.236,3.5,6.6,5.0,17.6,2.6,0.1,13.2,23.6,,4.5,1.3,5.8,.089,,1.3,-1.3,0.0,1.6
235,Robert Smith,PG,23,DEN,82,1479,11.6,.511,,.413,2.9,7.3,5.2,18.3,1.8,0.5,15.6,15.9,,1.6,1.3,2.9,.095,,-1.4,-0.9,-2.4,-0.1
236,Sam Smith,SF,24,MIL,16,125,14.2,.486,,.511,0.0,8.0,4.0,15.4,2.9,3.0,12.2,20.4,,0.1,0.2,0.2,.090,,-2.8,0.0,-2.8,0.0
237,Willie Smith,PG,25,POR,13,131,14.6,.563,,.386,5.9,5.2,5.5,18.0,3.5,0.4,21.4,19.7,,0.1,0.2,0.3,.103,,-0.3,-0.8,-1.1,0.0
238,Dick Snyder,SG,34,SEA,56,536,10.8,.489,,.273,2.9,6.5,4.7,16.0,1.2,0.6,14.7,17.9,,0.3,0.6,0.9,.080,,-2.6,-1.4,-4.1,-0.3
239,Ricky Sobers,SG,26,IND,81,2825,14.8,.523,,.283,4.3,6.7,5.5,22.4,2.2,0.4,18.5,22.8,,2.1,2.3,4.3,.074,,0.6,-0.5,0.2,1.5
240,Kevin Stacom,SG,27,TOT,68,831,8.0,.407,,.175,3.8,7.0,5.4,18.0,1.6,0.1,17.8,21.1,,-1.3,0.5,-0.8,-0.048,,-4.7,-2.2,-7.0,-1.0
240,Kevin Stacom,SG,27,IND,44,571,7.1,.403,,.196,3.6,7.4,5.5,17.4,1.1,0.1,19.2,19.2,,-0.9,0.3,-0.6,-0.049,,-5.1,-2.1,-7.2,-0.8
240,Kevin Stacom,SG,27,BOS,24,260,10.1,.414,,.143,4.2,6.0,5.1,19.3,2.6,0.0,15.5,25.1,,-0.4,0.2,-0.2,-0.046,,-4.0,-2.5,-6.5,-0.3
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
241,Larry Steele,SG,29,POR,72,1488,10.1,.477,,.282,4.3,8.5,6.4,12.6,2.3,0.4,15.0,16.9,,0.6,1.5,2.0,.065,,-1.8,-0.4,-2.2,-0.1
242,Earl Tatum,SG,25,TOT,79,1233,11.9,.465,,.113,3.4,7.3,5.3,8.3,2.8,1.4,11.8,23.1,,-0.5,1.2,0.7,.028,,-2.7,-0.7,-3.5,-0.5
242,Earl Tatum,SG,25,BOS,3,38,7.1,.450,,.250,2.9,8.8,5.8,3.8,0.0,1.4,11.9,25.9,,0.0,0.0,0.0,-0.036,,-6.3,-5.3,-11.5,-0.1
242,Earl Tatum,SG,25,DET,76,1195,12.1,.465,,.109,3.4,7.3,5.3,8.5,2.9,1.4,11.8,23.0,,-0.4,1.2,0.7,.030,,-2.6,-0.6,-3.2,-0.4
243,Brian Taylor,PG,27,SDC,20,212,11.1,.418,,.217,6.5,6.5,6.5,11.8,5.1,0.0,15.8,19.3,,-0.1,0.2,0.1,.032,,-1.9,0.5,-1.5,0.0
244,Ira Terrell,SF,24,TOT,49,732,9.3,.499,,.268,6.2,13.9,10.1,7.4,1.3,1.9,19.3,14.4,,-0.1,0.7,0.6,.037,,-3.5,0.3,-3.1,-0.2
244,Ira Terrell,SF,24,NOJ,31,572,8.0,.476,,.264,6.0,12.4,9.3,5.8,1.2,1.9,18.3,13.1,,-0.2,0.4,0.3,.023,,-3.9,0.3,-3.7,-0.2
244,Ira Terrell,SF,24,POR,18,160,14.1,.561,,.278,6.9,19.0,12.8,13.2,2.0,2.1,21.9,19.1,,0.1,0.2,0.3,.087,,-1.9,0.5,-1.3,0.0
245,Reggie Theus,PG,21,CHI,82,2753,13.3,.526,,.310,3.7,5.4,4.5,22.8,1.6,0.3,19.2,22.9,,1.5,1.7,3.2,.056,,-0.3,-1.6,-1.9,0.1
246,David Thompson*,SG,24,DEN,76,2670,19.9,.567,,.431,4.3,6.4,5.4,13.3,1.2,1.6,10.4,25.9,,7.4,2.1,9.5,.171,,2.9,-1.6,1.3,2.2
247,Mychal Thompson,C,24,POR,73,2144,17.0,.508,,.287,10.1,21.3,15.7,12.1,1.5,3.5,16.3,23.2,,1.2,3.2,4.4,.098,,-0.4,1.5,1.1,1.7
248,Rudy Tomjanovich,PF,30,HOU,74,2641,16.4,.543,,.184,7.1,16.3,11.8,7.3,0.8,0.4,9.6,21.4,,5.0,1.1,6.2,.112,,1.4,-1.4,0.0,1.3
249,Raymond Townsend,SG,23,GSW,65,771,10.8,.477,,.235,1.5,6.2,3.8,15.7,1.6,0.4,13.8,19.4,,0.1,0.7,0.8,.048,,-3.0,-1.7,-4.7,-0.5
250,Dave Twardzik,PG,28,POR,64,1570,14.9,.651,,.785,2.7,5.7,4.2,14.6,2.5,0.1,19.9,16.1,,3.7,1.4,5.1,.157,,1.1,-0.8,0.3,0.9
251,Terry Tyler,PF,22,DET,82,2560,15.5,.507,,.232,8.3,18.3,13.2,4.6,1.8,4.1,11.9,17.6,,2.0,3.4,5.4,.101,,-1.2,2.1,1.0,1.9
252,Wes Unseld*,C,32,WSB,77,2406,17.8,.599,,.392,11.7,23.2,17.5,15.9,1.3,0.8,18.2,13.6,,5.3,3.5,8.7,.174,,2.8,2.8,5.7,4.7
253,Jan Van Breda Kolff,SF,27,NJN,80,1998,10.8,.534,,.433,5.5,15.0,10.1,11.6,1.9,2.0,21.1,12.0,,0.9,2.7,3.6,.087,,-2.0,2.4,0.4,1.2
254,Norm Van Lier,PG,31,MIL,38,555,11.0,.536,,.675,1.6,6.4,4.0,30.7,3.5,0.3,32.9,10.4,,0.5,0.6,1.1,.093,,-2.4,-0.7,-3.2,-0.2
255,Andre Wakefield,SG,24,TOT,73,586,4.9,.415,,.390,4.3,9.4,6.7,14.4,1.5,0.2,26.0,18.2,,-1.2,0.3,-0.9,-0.072,,-6.2,-1.2,-7.4,-0.8
255,Andre Wakefield,SG,24,CHI,2,8,-15.9,.000,,.000,0.0,0.0,0.0,14.2,0.0,0.0,66.7,15.0,,-0.1,0.0,-0.1,-0.397,,-18.5,-4.7,-23.2,0.0
255,Andre Wakefield,SG,24,DET,71,578,5.2,.417,,.392,4.4,9.5,6.8,14.4,1.5,0.2,25.6,18.3,,-1.1,0.3,-0.8,-0.067,,-6.0,-1.1,-7.2,-0.8
256,Foots Walker,PG,27,CLE,55,1753,15.0,.527,,.391,3.5,9.2,6.2,23.3,3.5,0.6,19.5,14.8,,1.9,1.5,3.4,.093,,0.6,1.2,1.8,1.7
257,Wally Walker,SF,24,SEA,60,969,11.6,.511,,.280,7.2,12.1,9.6,10.0,0.6,1.4,15.0,18.3,,0.6,1.2,1.8,.087,,-1.8,-0.3,-2.0,0.0
258,Lloyd Walton,PG,25,MIL,75,1381,12.4,.511,,.275,2.7,5.6,4.2,29.7,2.3,0.3,25.1,13.8,,0.9,1.0,1.9,.067,,-1.7,-1.6,-3.4,-0.5
259,Kermit Washington,PF,27,SDC,82,2764,15.0,.603,,.530,11.4,19.4,15.4,5.5,1.4,2.2,19.4,13.1,,4.6,2.3,6.9,.120,,1.2,1.1,2.3,3.0
260,Richard Washington,PF,23,KCK,18,161,5.3,.396,,.390,7.3,25.6,16.2,5.1,1.9,1.0,23.8,15.1,,-0.3,0.3,0.0,-0.006,,-6.8,1.1,-5.7,-0.2
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
261,Wilson Washington,PF,23,NJN,62,1139,12.9,.523,,.240,7.8,19.8,13.6,6.0,1.2,3.2,17.0,19.0,,0.2,1.7,1.8,.077,,-3.0,0.5,-2.5,-0.1
262,Slick Watts,PG,27,HOU,61,1046,11.3,.439,,.295,3.7,7.0,5.4,27.2,3.2,0.7,21.7,12.3,,0.4,0.8,1.2,.057,,-1.4,0.3,-1.1,0.2
263,Nick Weatherspoon,SF,28,SDC,82,2642,12.7,.514,,.238,7.2,11.1,9.1,6.7,1.4,0.7,14.3,18.5,,2.8,1.0,3.7,.068,,-0.1,-1.1,-1.2,0.5
264,Marvin Webster,C,26,NYK,60,2027,13.4,.504,,.470,10.5,24.4,17.4,10.6,0.5,2.9,20.2,16.3,,0.5,2.3,2.8,.066,,-1.7,2.0,0.3,1.2
265,Scott Wedman,SF,26,KCK,73,2498,16.9,.572,,.258,5.7,11.2,8.4,8.0,1.4,0.7,8.3,19.6,,6.0,2.6,8.6,.165,,2.3,0.0,2.3,2.7
266,Paul Westphal,SG,28,PHO,81,2641,22.6,.580,,.271,1.5,5.1,3.3,29.9,1.9,0.5,12.2,27.8,,8.2,2.2,10.4,.189,,4.2,-2.6,1.6,2.4
267,Jo Jo White*,PG,32,TOT,76,2338,11.2,.483,,.174,2.0,7.5,4.7,20.3,1.6,0.2,17.8,20.1,,-0.3,1.4,1.1,.023,,-2.0,-1.3,-3.4,-0.8
267,Jo Jo White*,PG,32,BOS,47,1455,10.2,.464,,.149,1.7,8.2,4.9,20.4,1.7,0.1,18.3,20.9,,-1.0,0.7,-0.3,-0.008,,-2.8,-1.6,-4.3,-0.9
267,Jo Jo White*,PG,32,GSW,29,883,12.7,.520,,.220,2.4,6.4,4.4,20.1,1.4,0.2,16.9,19.0,,0.7,0.7,1.4,.075,,-0.8,-1.0,-1.8,0.0
268,Jerome Whitehead,C,22,SDC,31,152,8.4,.453,,.529,11.2,23.8,17.5,5.5,0.9,1.3,20.8,13.2,,0.0,0.1,0.1,.026,,-3.9,-1.1,-5.0,-0.1
269,Sidney Wicks,PF,29,SDC,79,2022,11.1,.497,,.334,8.4,13.0,10.7,7.9,1.6,0.9,18.8,17.9,,0.5,1.0,1.5,.037,,-1.2,-0.6,-1.8,0.1
270,Bob Wilkerson,SF,24,DEN,80,2425,12.0,.482,,.199,4.3,13.4,8.9,16.1,2.2,0.4,17.2,18.1,,0.0,2.9,2.9,.058,,-1.5,0.9,-0.6,0.9
271,Jamaal Wilkes*,SF,25,LAL,82,2915,16.4,.544,,.291,6.5,15.7,11.4,10.3,2.1,0.5,13.8,22.3,,3.4,3.4,6.9,.113,,0.7,0.3,1.0,2.2
272,Earl Williams,C,27,BOS,20,273,15.3,.457,,.195,16.5,26.2,21.4,6.3,2.0,1.7,13.0,22.0,,0.0,0.4,0.4,.069,,-2.2,-1.0,-3.1,-0.1
273,Freeman Williams,SG,22,SDC,72,1195,16.1,.514,,.143,4.3,4.5,4.4,10.5,1.6,0.1,12.0,26.2,,1.7,0.1,1.8,.072,,-0.2,-4.2,-4.4,-0.7
274,Gus Williams,PG,25,SEA,76,2266,21.1,.534,,.258,5.1,6.2,5.7,21.9,3.2,0.7,12.2,26.9,,4.7,3.5,8.3,.175,,3.5,0.5,4.0,3.4
275,Nate Williams,SG,28,GSW,81,1299,14.7,.542,,.206,5.6,11.6,8.6,6.7,2.0,0.2,13.1,22.2,,1.4,1.5,2.9,.107,,-0.9,-1.1,-2.0,0.0
276,Ray Williams,PG,24,NYK,81,2370,17.7,.502,,.249,4.7,8.5,6.6,31.0,2.5,0.4,17.0,27.8,,1.9,1.9,3.9,.078,,1.6,-0.8,0.8,1.7
277,John Williamson,SG,27,NJN,74,2451,16.4,.527,,.320,2.2,6.4,4.2,16.8,1.6,0.3,13.0,27.4,,3.0,2.0,5.1,.099,,0.7,-2.3,-1.6,0.2
278,Rick Wilson,SG,22,ATL,61,589,9.7,.430,,.223,3.5,10.7,7.0,16.4,2.4,0.8,15.9,17.3,,-0.3,0.6,0.3,.028,,-3.0,0.1,-2.9,-0.1
279,Brian Winters,SG,26,MIL,79,2575,15.6,.533,,.206,2.1,5.5,3.8,20.5,1.5,0.8,14.9,26.0,,2.7,1.5,4.2,.078,,0.6,-2.1,-1.6,0.3
280,Larry Wright,PG,24,WSB,73,1658,13.7,.511,,.285,3.0,5.6,4.3,22.5,1.9,0.4,15.2,18.0,,2.0,1.5,3.5,.101,,0.2,-0.8,-0.6,0.6
